Carrier,Flight,Origin,Month,Delay
US,1459,LGA,5,-2
US,1459,LGA,5,-8
US,1491,LGA,5,12
US,1491,LGA,5,7
US,1505,LGA,5,-3
US,1609,EWR,5,-2
US,2128,LGA,5,-5
US,2130,LGA,5,-6
US,2132,LGA,5,69
US,2136,LGA,5,-8
US,2161,LGA,5,94
US,2161,LGA,5,-4
US,2163,LGA,5,7
US,2163,LGA,5,-7
US,2167,LGA,5,-3
US,2173,LGA,5,29
US,2177,LGA,5,
VX,11,JFK,5,-4
VX,27,JFK,5,51
VX,169,EWR,5,330
VX,193,EWR,5,166
VX,193,EWR,5,93
VX,251,JFK,5,-2
VX,399,JFK,5,141
VX,411,JFK,5,-3
VX,411,JFK,5,-4
VX,413,JFK,5,11
VX,415,JFK,5,1
VX,415,JFK,5,17
WN,504,EWR,5,14
WN,947,LGA,5,0
WN,1153,EWR,5,4
WN,1354,LGA,5,0
WN,1720,LGA,5,3
WN,1794,EWR,5,-5
WN,2226,LGA,5,5
WN,2283,LGA,5,1
WN,2320,EWR,5,-7
WN,3135,LGA,5,7
WN,3493,LGA,5,34
9E,3315,JFK,6,7
9E,3383,JFK,6,-4
9E,3383,JFK,6,-5
9E,3398,JFK,6,27
9E,3400,JFK,6,
9E,3403,JFK,6,-6
9E,3403,JFK,6,
9E,3427,JFK,6,7
9E,3433,JFK,6,11
9E,3507,JFK,6,17
9E,3507,JFK,6,-3
9E,3542,JFK,6,193
9E,3611,JFK,6,335
9E,3719,JFK,6,-1
9E,3970,EWR,6,-2
9E,4059,LGA,6,-8
9E,4059,LGA,6,-3
9E,4065,LGA,6,-2
9E,4105,JFK,6,3
9E,4127,JFK,6,-11
9E,4191,JFK,6,
9E,4248,JFK,6,-3
9E,4277,JFK,6,-5
9E,4279,JFK,6,
9E,4280,JFK,6,-4
9E,4287,JFK,6,0
AA,21,JFK,6,1
AA,145,JFK,6,-2
AA,177,JFK,6,187
AA,181,JFK,6,3
AA,269,JFK,6,54
AA,269,JFK,6,-2
AA,309,LGA,6,-4
AA,309,LGA,6,-8
AA,317,LGA,6,0
AA,325,LGA,6,12
AA,327,LGA,6,-3
AA,331,LGA,6,17
AA,361,LGA,6,45
AA,361,LGA,6,195
AA,413,JFK,6,2
AA,543,JFK,6,-1
AA,565,JFK,6,-2
AA,647,JFK,6,-3
AA,701,JFK,6,3
AA,719,LGA,6,-7
AA,763,LGA,6,102
AA,1073,LGA,6,-3
AA,1357,JFK,6,-6
AA,1357,JFK,6,0
AA,1357,JFK,6,-5
AA,1467,LGA,6,-6
AA,1757,JFK,6,-4
AA,1787,JFK,6,46
AA,1813,JFK,6,-5
AA,1815,JFK,6,-4
AA,1837,LGA,6,-2
AA,1850,JFK,6,-10
AA,1901,JFK,6,2
AA,1949,JFK,6,-2
AA,2223,LGA,6,-4
AA,2279,LGA,6,-3
B6,2,JFK,6,-3
B6,22,JFK,6,62
B6,27,JFK,6,-5
B6,34,JFK,6,-3
B6,38,JFK,6,-6
B6,42,JFK,6,-3
B6,57,JFK,6,8
B6,79,JFK,6,-4
B6,83,JFK,6,80
B6,87,JFK,6,7
B6,97,JFK,6,40
B6,117,JFK,6,23
B6,117,JFK,6,-4
B6,118,JFK,6,26
B6,127,EWR,6,-2
B6,128,JFK,6,54
B6,128,JFK,6,-1
B6,165,JFK,6,9
B6,167,JFK,6,23
B6,173,JFK,6,-5
B6,181,JFK,6,-4
B6,183,JFK,6,47
B6,183,JFK,6,23
B6,209,JFK,6,-4
B6,271,LGA,6,-3
B6,281,JFK,6,-4
B6,286,JFK,6,-2
B6,323,JFK,6,1
B6,359,JFK,6,76
B6,359,JFK,6,0
B6,371,LGA,6,-8
B6,383,LGA,6,166
B6,391,LGA,6,-9
B6,393,LGA,6,-9
B6,393,LGA,6,-10
B6,408,JFK,6,6
B6,415,JFK,6,275
B6,461,LGA,6,-6
B6,486,JFK,6,-6
B6,486,JFK,6,137
B6,507,EWR,6,-1
B6,507,EWR,6,-3
B6,518,JFK,6,7
B6,525,JFK,6,3
B6,537,EWR,6,62
B6,575,JFK,6,0
B6,615,JFK,6,8
B6,618,JFK,6,-5
B6,658,JFK,6,20
B6,675,JFK,6,-2
B6,675,JFK,6,-3
B6,883,JFK,6,-2
B6,915,JFK,6,-4
B6,929,JFK,6,1
B6,983,LGA,6,-2
B6,1002,JFK,6,-3
B6,1016,JFK,6,-6
B6,1020,JFK,6,26
B6,1061,JFK,6,-7
B6,1061,JFK,6,0
B6,1083,JFK,6,-2
B6,1103,JFK,6,2
B6,1191,JFK,6,-4
B6,1202,JFK,6,85
B6,1204,JFK,6,-13
B6,1204,JFK,6,-4
B6,1273,JFK,6,1
B6,1295,JFK,6,52
B6,1318,JFK,6,1
B6,1471,LGA,6,-12
B6,2380,EWR,6,-3
B6,2380,EWR,6,-6
DL,4,JFK,6,32
DL,31,JFK,6,-1
DL,61,LGA,6,-1
DL,73,JFK,6,13
DL,73,JFK,6,24
DL,83,JFK,6,-2
DL,87,JFK,6,20
DL,95,JFK,6,11
DL,141,JFK,6,0
DL,183,JFK,6,-3
DL,301,JFK,6,-4
DL,451,LGA,6,-2
DL,503,JFK,6,30
DL,673,EWR,6,11
DL,695,JFK,6,-3
DL,706,JFK,6,40
DL,831,LGA,6,-6
DL,831,LGA,6,-4
DL,857,JFK,6,-5
DL,947,LGA,6,-4
DL,1031,LGA,6,3
DL,1031,LGA,6,29
DL,1057,LGA,6,-8
DL,1091,JFK,6,45
DL,1109,LGA,6,-3
DL,1131,LGA,6,-5
DL,1167,JFK,6,-1
DL,1271,JFK,6,9
DL,1331,LGA,6,-6
DL,1375,JFK,6,25
DL,1415,JFK,6,-3
DL,1435,LGA,6,328
DL,1455,LGA,6,2
DL,1461,JFK,6,-4
DL,1473,LGA,6,-5
DL,1499,LGA,6,31
DL,1543,JFK,6,2
DL,1629,JFK,6,29
DL,1629,JFK,6,-1
DL,1729,JFK,6,27
DL,1753,JFK,6,-3
DL,1753,JFK,6,-4
DL,1753,JFK,6,26
DL,1773,JFK,6,7
DL,1819,LGA,6,29
DL,1847,LGA,6,-4
DL,1847,LGA,6,-4
DL,1847,LGA,6,21
DL,1879,LGA,6,-5
DL,1919,LGA,6,-4
DL,1935,LGA,6,-3
DL,1947,LGA,6,7
DL,2007,JFK,6,67
DL,2041,JFK,6,1
DL,2041,JFK,6,128
DL,2119,LGA,6,-3
DL,2219,LGA,6,-1
DL,2231,LGA,6,19
DL,2245,EWR,6,0
DL,2247,LGA,6,79
DL,2303,LGA,6,-11
DL,2343,EWR,6,-4
DL,2379,LGA,6,13
DL,2383,LGA,6,86
DL,2383,LGA,6,22
DL,2391,JFK,6,-5
EV,3824,EWR,6,-7
EV,3825,EWR,6,-4
EV,4085,EWR,6,7
EV,4087,EWR,6,4
EV,4091,EWR,6,27
EV,4099,EWR,6,-4
EV,4099,EWR,6,-8
EV,4104,EWR,6,12
EV,4119,EWR,6,-9
EV,4122,EWR,6,56
EV,4129,EWR,6,0
EV,4140,EWR,6,160
EV,4171,EWR,6,109
EV,4175,EWR,6,-2
EV,4187,EWR,6,-7
EV,4191,EWR,6,-3
EV,4224,EWR,6,222
EV,4233,EWR,6,-3
EV,4276,EWR,6,-6
EV,4294,EWR,6,7
EV,4300,EWR,6,29
EV,4304,EWR,6,-6
EV,4322,EWR,6,46
EV,4333,EWR,6,
EV,4352,EWR,6,0
EV,4361,EWR,6,178
EV,4372,EWR,6,-10
EV,4372,EWR,6,-3
EV,4380,EWR,6,-2
EV,4388,EWR,6,-6
EV,4397,EWR,6,-4
EV,4407,EWR,6,-4
EV,4422,EWR,6,0
EV,4471,EWR,6,-4
EV,4480,EWR,6,90
EV,4517,EWR,6,45
EV,4522,EWR,6,85
EV,4544,EWR,6,-2
EV,4628,EWR,6,-4
EV,4649,LGA,6,
EV,4672,EWR,6,-6
EV,4700,EWR,6,-5
EV,4700,EWR,6,162
EV,4700,EWR,6,
EV,4700,EWR,6,96
EV,4702,EWR,6,18
EV,4901,EWR,6,-4
EV,4949,LGA,6,
EV,4950,LGA,6,-3
EV,4969,LGA,6,
EV,4998,LGA,6,-3
EV,5038,LGA,6,51
EV,5168,LGA,6,103
EV,5273,LGA,6,0
EV,5386,EWR,6,-6
EV,5386,EWR,6,-6
EV,5559,EWR,6,
EV,5559,EWR,6,-5
EV,5562,LGA,6,-5
EV,5599,LGA,6,0
EV,5599,LGA,6,-3
EV,5712,JFK,6,-2
EV,5712,JFK,6,-9
EV,5736,LGA,6,-5
EV,5747,LGA,6,14
EV,5817,EWR,6,
EV,5818,EWR,6,-3
EV,5824,EWR,6,-6
EV,6054,EWR,6,21
FL,348,LGA,6,0
FL,353,LGA,6,115
FL,721,LGA,6,18
FL,771,LGA,6,110
FL,778,LGA,6,-3
HA,51,JFK,6,-8
MQ,2793,JFK,6,-7
MQ,2949,JFK,6,130
MQ,2949,JFK,6,70
MQ,3044,JFK,6,
MQ,3199,LGA,6,100
MQ,3281,LGA,6,0
MQ,3281,LGA,6,-10
MQ,3349,LGA,6,0
MQ,3367,LGA,6,-12
MQ,3374,JFK,6,
MQ,3386,JFK,6,-7
MQ,3441,JFK,6,-8
MQ,3478,LGA,6,-8
MQ,3486,LGA,6,-14
MQ,3531,LGA,6,54
MQ,3556,LGA,6,19
MQ,3572,LGA,6,-3
MQ,3604,EWR,6,
MQ,3660,LGA,6,
MQ,3737,EWR,6,
MQ,4401,LGA,6,-10
MQ,4404,JFK,6,121
MQ,4425,JFK,6,40
MQ,4471,LGA,6,-9
MQ,4521,LGA,6,-1
MQ,4555,LGA,6,0
MQ,4577,LGA,6,41
MQ,4579,LGA,6,-7
MQ,4582,LGA,6,233
MQ,4655,LGA,6,32
MQ,4662,LGA,6,167
UA,204,EWR,6,5
UA,215,EWR,6,59
UA,244,EWR,6,-9
UA,248,EWR,6,16
UA,273,EWR,6,170
UA,327,EWR,6,-6
UA,355,EWR,6,-7
UA,379,EWR,6,-8
UA,421,EWR,6,0
UA,448,EWR,6,2
UA,451,LGA,6,-11
UA,466,EWR,6,-5
UA,527,EWR,6,116
UA,531,LGA,6,62
UA,544,LGA,6,0
UA,561,LGA,6,-2
UA,571,EWR,6,0
UA,580,JFK,6,79
UA,587,EWR,6,-1
UA,642,JFK,6,69
UA,646,EWR,6,7
UA,646,EWR,6,23
UA,651,EWR,6,15
UA,675,EWR,6,5
UA,684,EWR,6,
UA,686,LGA,6,-1
UA,709,LGA,6,-1
UA,732,EWR,6,20
UA,732,EWR,6,-6
UA,841,JFK,6,6
UA,841,JFK,6,-4
UA,996,EWR,6,-2
UA,996,EWR,6,39
UA,1023,LGA,6,4
UA,1061,EWR,6,7
UA,1074,EWR,6,0
UA,1110,EWR,6,5
UA,1138,EWR,6,-2
UA,1144,EWR,6,32
UA,1166,EWR,6,22
UA,1171,EWR,6,-4
UA,1178,EWR,6,0
UA,1182,EWR,6,0
UA,1186,EWR,6,41
UA,1186,EWR,6,-4
UA,1193,EWR,6,-4
UA,1201,JFK,6,0
UA,1210,EWR,6,5
UA,1216,EWR,6,-1
UA,1216,EWR,6,-1
UA,1241,EWR,6,-4
UA,1242,EWR,6,-3
UA,1248,EWR,6,38
UA,1439,EWR,6,133
UA,1444,EWR,6,-3
UA,1463,EWR,6,-2
UA,1477,LGA,6,-6
UA,1496,EWR,6,-1
UA,1558,EWR,6,-4
UA,1638,EWR,6,8
UA,1665,EWR,6,66
UA,1666,EWR,6,1
UA,1682,EWR,6,2
UA,1692,EWR,6,36
UA,1740,EWR,6,-2
US,17,JFK,6,-4
US,297,JFK,6,41
US,297,JFK,6,-4
US,334,EWR,6,-4
US,449,EWR,6,40
US,604,EWR,6,-3
US,1229,EWR,6,-9
US,1277,LGA,6,-5
US,1431,EWR,6,-2
US,1447,JFK,6,-6
US,1491,LGA,6,-3
US,1491,LGA,6,78
US,1509,EWR,6,-1
US,1529,LGA,6,-6
US,1543,LGA,6,4
US,1607,LGA,6,39
US,1607,LGA,6,29
US,1973,EWR,6,-4
US,2118,LGA,6,73
US,2144,LGA,6,
US,2163,LGA,6,-1
US,2177,LGA,6,-6
US,2183,LGA,6,
VX,11,JFK,6,86
VX,29,JFK,6,30
VX,29,JFK,6,196
VX,29,JFK,6,172
VX,161,EWR,6,-3
VX,169,EWR,6,244
VX,251,JFK,6,0
VX,251,JFK,6,5
WN,19,EWR,6,24
WN,40,LGA,6,15
WN,216,EWR,6,151
WN,226,EWR,6,42
WN,273,LGA,6,5
WN,1256,EWR,6,-1
WN,1983,EWR,6,
WN,2097,LGA,6,-3
WN,2269,EWR,6,23
WN,2625,LGA,6,127
WN,3316,EWR,6,-1
YV,2751,LGA,6,5
YV,3771,LGA,6,84
YV,3771,LGA,6,70
9E,3285,JFK,7,114
9E,3325,JFK,7,48
9E,3341,JFK,7,10
9E,3341,JFK,7,
9E,3395,JFK,7,160
9E,3395,JFK,7,103
9E,3400,JFK,7,46
9E,3459,JFK,7,10
9E,3525,JFK,7,0
9E,3588,JFK,7,115
9E,3611,JFK,7,-9
9E,3793,JFK,7,110
9E,4033,LGA,7,-5
9E,4033,LGA,7,45
9E,4059,LGA,7,59
9E,4079,JFK,7,12
9E,4105,JFK,7,0
9E,4115,JFK,7,-4
AA,1,JFK,7,5
AA,33,JFK,7,55
AA,119,EWR,7,-2
AA,177,JFK,7,2
AA,185,JFK,7,-3
AA,185,JFK,7,68
AA,257,JFK,7,2
AA,301,LGA,7,-5
AA,305,LGA,7,-1
AA,327,LGA,7,9
AA,327,LGA,7,0
AA,329,LGA,7,-10
AA,331,LGA,7,-4
AA,337,LGA,7,-6
AA,345,LGA,7,85
AA,361,LGA,7,
AA,371,LGA,7,19
AA,371,LGA,7,4
AA,371,LGA,7,
AA,707,LGA,7,-2
AA,711,LGA,7,-6
AA,719,LGA,7,-9
AA,753,LGA,7,-4
AA,773,LGA,7,-5
AA,779,LGA,7,0
AA,785,LGA,7,19
AA,1223,EWR,7,-3
AA,1357,JFK,7,-9
AA,1357,JFK,7,-7
AA,1467,LGA,7,26
AA,1507,EWR,7,0
AA,1691,EWR,7,-1
AA,1751,JFK,7,11
AA,1751,JFK,7,-2
AA,1751,JFK,7,28
AA,1769,JFK,7,7
AA,1769,JFK,7,-2
AA,1895,EWR,7,-3
AA,1895,EWR,7,16
AA,1901,JFK,7,-7
AA,1999,EWR,7,-2
AA,2019,LGA,7,-9
AA,2041,JFK,7,2
AA,2083,EWR,7,-5
AA,2223,LGA,7,-1
AA,2279,LGA,7,-6
B6,1,JFK,7,58
B6,5,EWR,7,2
B6,8,JFK,7,4
B6,15,JFK,7,19
B6,41,JFK,7,64
B6,53,JFK,7,5
B6,53,JFK,7,-4
B6,63,JFK,7,46
B6,97,JFK,7,109
B6,105,JFK,7,61
B6,105,JFK,7,58
B6,118,JFK,7,1
B6,127,EWR,7,-2
B6,165,JFK,7,10
B6,201,JFK,7,-4
B6,211,JFK,7,-4
B6,219,JFK,7,54
B6,225,JFK,7,43
B6,234,JFK,7,73
B6,271,LGA,7,-3
B6,281,JFK,7,43
B6,286,JFK,7,-7
B6,286,JFK,7,-11
B6,301,JFK,7,11
B6,305,EWR,7,107
B6,305,EWR,7,28
B6,316,JFK,7,45
B6,323,JFK,7,-2
B6,359,JFK,7,123
B6,371,LGA,7,-5
B6,371,LGA,7,17
B6,403,JFK,7,10
B6,403,JFK,7,1
B6,408,JFK,7,36
B6,411,JFK,7,-3
B6,425,JFK,7,4
B6,425,JFK,7,31
B6,461,LGA,7,5
B6,486,JFK,7,-5
B6,518,JFK,7,26
B6,518,JFK,7,107
B6,573,EWR,7,-4
B6,575,JFK,7,28
B6,669,JFK,7,-2
B6,677,JFK,7,26
B6,677,JFK,7,1
B6,683,JFK,7,-6
B6,683,JFK,7,-3
B6,839,JFK,7,73
B6,901,JFK,7,-4
B6,918,JFK,7,25
B6,925,JFK,7,3
B6,929,JFK,7,44
B6,929,JFK,7,3
B6,971,LGA,7,-9
B6,1013,JFK,7,-10
B6,1083,JFK,7,153
B6,1083,JFK,7,21
B6,1083,JFK,7,46
B6,1103,JFK,7,70
B6,1103,JFK,7,39
B6,1117,LGA,7,18
B6,1119,JFK,7,-1
B6,1203,JFK,7,116
B6,1271,LGA,7,-2
B6,1295,JFK,7,91
B6,1295,JFK,7,30
B6,1318,JFK,7,14
B6,1338,JFK,7,16
B6,1373,JFK,7,0
B6,1403,JFK,7,7
B6,1403,JFK,7,-5
B6,1407,JFK,7,23
B6,1503,JFK,7,17
B6,1505,JFK,7,33
B6,1634,JFK,7,-7
B6,1634,JFK,7,-6
B6,1729,JFK,7,26
B6,1883,JFK,7,32
B6,2180,EWR,7,-10
B6,2302,JFK,7,71
B6,2680,EWR,7,-5
B6,2802,JFK,7,-7
DL,95,JFK,7,-5
DL,120,JFK,7,-2
DL,127,JFK,7,-3
DL,141,JFK,7,58
DL,269,JFK,7,-2
DL,301,JFK,7,-5
DL,315,JFK,7,-5
DL,347,JFK,7,31
DL,451,LGA,7,-2
DL,451,LGA,7,17
DL,485,EWR,7,-3
DL,503,JFK,7,-3
DL,667,JFK,7,-2
DL,781,LGA,7,-1
DL,841,JFK,7,-5
DL,843,JFK,7,32
DL,857,JFK,7,-4
DL,884,LGA,7,51
DL,884,LGA,7,24
DL,914,LGA,7,-6
DL,914,LGA,7,-2
DL,947,LGA,7,-8
DL,985,JFK,7,68
DL,1031,LGA,7,-6
DL,1091,JFK,7,22
DL,1091,JFK,7,23
DL,1131,LGA,7,-1
DL,1147,LGA,7,-3
DL,1247,LGA,7,-6
DL,1275,JFK,7,-1
DL,1279,LGA,7,11
DL,1321,EWR,7,13
DL,1375,JFK,7,-4
DL,1429,JFK,7,12
DL,1435,LGA,7,46
DL,1443,JFK,7,-5
DL,1499,LGA,7,29
DL,1529,JFK,7,-5
DL,1619,LGA,7,7
DL,1765,JFK,7,
DL,1854,LGA,7,-5
DL,1875,LGA,7,42
DL,1902,LGA,7,24
DL,1903,LGA,7,7
DL,2042,EWR,7,41
DL,2159,JFK,7,8
DL,2231,LGA,7,110
DL,2247,LGA,7,3
DL,2280,JFK,7,-3
DL,2285,LGA,7,-6
DL,2319,LGA,7,-3
DL,2370,LGA,7,-4
DL,2370,LGA,7,-3
DL,2383,LGA,7,12
DL,2395,LGA,7,60
DL,2422,LGA,7,-8
DL,2454,JFK,7,1
DL,2459,JFK,7,20
EV,3825,EWR,7,63
EV,3830,EWR,7,144
EV,3853,EWR,7,-4
EV,3854,EWR,7,146
EV,4099,EWR,7,-5
EV,4099,EWR,7,6
EV,4100,EWR,7,8
EV,4103,EWR,7,-5
EV,4109,EWR,7,9
EV,4129,EWR,7,-4
EV,4131,EWR,7,-6
EV,4166,EWR,7,-4
EV,4193,EWR,7,-3
EV,4300,EWR,7,33
EV,4302,EWR,7,0
EV,4316,EWR,7,-2
EV,4326,EWR,7,-1
EV,4361,EWR,7,100
EV,4380,EWR,7,-3
EV,4388,EWR,7,10
EV,4397,EWR,7,69
EV,4411,EWR,7,
EV,4419,EWR,7,-6
EV,4424,EWR,7,-8
EV,4471,EWR,7,-3
EV,4519,EWR,7,-5
EV,4532,EWR,7,-4
EV,4535,EWR,7,0
EV,4536,EWR,7,88
EV,4537,EWR,7,21
EV,4576,EWR,7,-3
EV,4596,EWR,7,85
EV,4640,EWR,7,-7
EV,4651,EWR,7,74
EV,4662,EWR,7,-4
EV,4662,EWR,7,-3
EV,4662,EWR,7,
EV,4687,EWR,7,-6
EV,4691,EWR,7,23
EV,4691,EWR,7,-3
EV,4711,EWR,7,1
EV,4872,LGA,7,64
EV,4949,LGA,7,-11
EV,4952,LGA,7,23
EV,4978,LGA,7,72
EV,5048,LGA,7,
EV,5091,LGA,7,46
EV,5092,EWR,7,
EV,5109,LGA,7,-12
EV,5169,LGA,7,-6
EV,5169,LGA,7,
EV,5207,LGA,7,2
EV,5222,EWR,7,89
EV,5258,LGA,7,208
EV,5299,LGA,7,-7
EV,5454,EWR,7,2
EV,5454,EWR,7,82
EV,5509,EWR,7,-5
EV,5509,EWR,7,8
EV,5545,EWR,7,-3
EV,5601,LGA,7,
EV,5714,JFK,7,200
EV,5736,LGA,7,199
EV,5736,LGA,7,2
EV,5824,EWR,7,49
EV,5955,EWR,7,5
EV,5955,EWR,7,24
EV,6078,EWR,7,-3
F9,507,LGA,7,16
FL,485,LGA,7,188
FL,485,LGA,7,128
MQ,2949,JFK,7,
MQ,3272,LGA,7,74
MQ,3305,LGA,7,-6
MQ,3340,LGA,7,-10
MQ,3351,LGA,7,-4
MQ,3355,LGA,7,-2
MQ,3355,LGA,7,-8
MQ,3355,LGA,7,-8
MQ,3357,LGA,7,78
MQ,3359,JFK,7,-8
MQ,3361,JFK,7,5
MQ,3361,JFK,7,-3
MQ,3363,JFK,7,0
MQ,3386,JFK,7,-2
MQ,3388,LGA,7,-6
MQ,3391,LGA,7,0
MQ,3402,LGA,7,0
MQ,3404,LGA,7,-2
MQ,3419,LGA,7,-6
MQ,3433,JFK,7,136
MQ,3433,JFK,7,-2
MQ,3433,JFK,7,-6
MQ,3526,LGA,7,-1
MQ,3532,LGA,7,4
MQ,3535,JFK,7,130
MQ,3556,LGA,7,14
MQ,3556,LGA,7,-5
MQ,3565,LGA,7,9
MQ,3567,LGA,7,
MQ,3588,LGA,7,-20
MQ,3591,LGA,7,60
MQ,3599,LGA,7,-7
MQ,3603,LGA,7,-8
MQ,3604,EWR,7,
MQ,3604,EWR,7,72
MQ,3604,EWR,7,20
MQ,3658,LGA,7,-3
MQ,3689,LGA,7,64
MQ,3689,LGA,7,50
UA,208,EWR,7,76
UA,244,LGA,7,-7
UA,245,EWR,7,-5
UA,253,EWR,7,43
UA,255,LGA,7,-6
UA,257,JFK,7,0
UA,280,EWR,7,-3
UA,303,JFK,7,-5
UA,311,EWR,7,2
UA,311,EWR,7,-3
UA,317,EWR,7,78
UA,339,EWR,7,-8
UA,343,LGA,7,-2
UA,368,EWR,7,16
UA,373,EWR,7,-9
UA,385,EWR,7,6
UA,405,LGA,7,
UA,439,EWR,7,-6
UA,443,JFK,7,-3
UA,445,EWR,7,4
UA,475,EWR,7,12
UA,483,EWR,7,-4
UA,506,EWR,7,-6
UA,518,EWR,7,-6
UA,535,JFK,7,-4
UA,544,LGA,7,-7
UA,554,EWR,7,-7
UA,561,LGA,7,-6
UA,566,EWR,7,-3
UA,580,JFK,7,-4
UA,608,EWR,7,29
UA,673,LGA,7,
UA,685,LGA,7,-1
UA,691,EWR,7,4
UA,691,EWR,7,113
UA,712,JFK,7,0
UA,771,JFK,7,10
UA,771,JFK,7,1
UA,994,EWR,7,-3
UA,1078,EWR,7,17
UA,1109,EWR,7,0
UA,1109,EWR,7,-1
UA,1116,EWR,7,93
UA,1116,EWR,7,46
UA,1128,LGA,7,0
UA,1128,LGA,7,2
UA,1130,EWR,7,1
UA,1143,EWR,7,18
UA,1148,EWR,7,-4
UA,1151,EWR,7,-3
UA,1152,EWR,7,3
UA,1163,EWR,7,-8
UA,1183,EWR,7,-7
UA,1186,EWR,7,35
UA,1218,EWR,7,3
UA,1218,EWR,7,-4
UA,1222,EWR,7,-2
UA,1232,EWR,7,0
UA,1253,EWR,7,-6
UA,1259,LGA,7,-2
UA,1259,LGA,7,348
UA,1284,EWR,7,-3
UA,1284,EWR,7,3
UA,1284,EWR,7,-1
UA,1285,EWR,7,7
UA,1290,EWR,7,6
UA,1292,EWR,7,2
UA,1437,LGA,7,195
UA,1451,EWR,7,-7
UA,1496,EWR,7,20
UA,1506,EWR,7,3
UA,1532,EWR,7,4
UA,1555,EWR,7,21
UA,1574,EWR,7,-4
UA,1581,EWR,7,3
UA,1622,EWR,7,-2
UA,1627,EWR,7,0
UA,1638,EWR,7,-2
UA,1641,EWR,7,-4
UA,1643,EWR,7,-2
UA,1654,EWR,7,20
UA,1665,EWR,7,-5
UA,1665,EWR,7,-4
UA,1680,EWR,7,0
UA,1682,EWR,7,0
UA,1684,EWR,7,9
UA,1686,EWR,7,50
UA,1700,EWR,7,20
UA,1701,EWR,7,-4
UA,1712,EWR,7,15
UA,1722,EWR,7,-1
UA,1722,EWR,7,-3
UA,1740,EWR,7,-4
US,802,EWR,7,-3
US,802,EWR,7,-2
US,980,LGA,7,-1
US,1026,EWR,7,-6
US,1085,LGA,7,6
US,1431,EWR,7,7
US,1444,JFK,7,11
US,1459,LGA,7,-6
US,1543,LGA,7,-6
US,1543,LGA,7,-7
US,1629,LGA,7,-7
US,1965,EWR,7,-4
US,2114,LGA,7,-9
US,2128,LGA,7,-6
US,2134,LGA,7,30
US,2134,LGA,7,0
US,2165,LGA,7,-6
US,2167,LGA,7,-5
US,2175,LGA,7,-8
US,2175,LGA,7,-7
US,2175,LGA,7,8
US,2187,LGA,7,55
US,2189,LGA,7,24
VX,23,JFK,7,7
VX,161,EWR,7,6
VX,165,EWR,7,0
VX,251,JFK,7,-2
VX,411,JFK,7,-1
WN,19,EWR,7,72
WN,345,LGA,7,29
WN,488,EWR,7,-1
WN,493,LGA,7,23
WN,580,EWR,7,84
WN,625,EWR,7,
WN,654,EWR,7,-2
WN,1098,LGA,7,32
WN,1836,LGA,7,-4
WN,1983,EWR,7,-1
WN,2003,EWR,7,1
WN,2097,LGA,7,-3
WN,2649,EWR,7,-4
WN,3297,LGA,7,-8
WN,3574,EWR,7,-1
YV,2651,LGA,7,-7
9E,3318,JFK,8,1
9E,3319,JFK,8,-4
9E,3353,JFK,8,297
9E,3360,JFK,8,1
9E,3367,JFK,8,25
9E,3393,JFK,8,-7
9E,3400,JFK,8,-8
9E,3443,JFK,8,9
9E,3466,JFK,8,46
9E,3521,JFK,8,1
9E,3521,JFK,8,-12
9E,3523,JFK,8,36
9E,3538,JFK,8,-3
9E,3542,JFK,8,2
9E,3542,JFK,8,22
9E,3748,JFK,8,-4
9E,3830,JFK,8,127
9E,3879,EWR,8,-2
9E,4013,JFK,8,-2
9E,4013,JFK,8,329
9E,4059,LGA,8,-14
9E,4115,JFK,8,32
9E,4120,JFK,8,0
9E,4120,JFK,8,12
9E,4120,JFK,8,7
AA,1,JFK,8,-3
AA,19,JFK,8,-5
AA,33,JFK,8,-1
AA,119,EWR,8,-1
AA,145,JFK,8,-8
AA,309,LGA,8,-3
AA,313,LGA,8,-2
AA,329,LGA,8,-8
AA,329,LGA,8,1
AA,353,LGA,8,-14
AA,359,LGA,8,9
AA,359,LGA,8,-8
AA,369,EWR,8,11
AA,647,JFK,8,-3
AA,647,JFK,8,-9
AA,711,LGA,8,-4
AA,731,LGA,8,-3
AA,743,LGA,8,4
AA,759,LGA,8,-5
AA,779,LGA,8,35
AA,779,LGA,8,6
AA,793,LGA,8,-5
AA,881,JFK,8,3
AA,1073,LGA,8,-7
AA,1357,JFK,8,156
AA,1621,LGA,8,-6
AA,1691,EWR,8,-11
AA,1709,LGA,8,-8
AA,1711,JFK,8,171
AA,1711,JFK,8,0
AA,1751,JFK,8,15
AA,1813,JFK,8,0
AA,1837,LGA,8,-5
AA,1837,LGA,8,-4
AA,1841,EWR,8,122
AA,1855,LGA,8,-4
AA,2099,LGA,8,24
AA,2147,EWR,8,-10
AA,2267,LGA,8,-4
B6,15,JFK,8,-5
B6,23,JFK,8,39
B6,23,JFK,8,17
B6,27,EWR,8,-1
B6,27,EWR,8,-5
B6,34,JFK,8,-5
B6,53,JFK,8,8
B6,83,JFK,8,-5
B6,89,JFK,8,11
B6,97,JFK,8,101
B6,105,JFK,8,-3
B6,116,JFK,8,-5
B6,116,JFK,8,-2
B6,135,JFK,8,-3
B6,153,JFK,8,-4
B6,161,JFK,8,79
B6,161,JFK,8,13
B6,163,JFK,8,-6
B6,163,JFK,8,19
B6,189,JFK,8,5
B6,201,JFK,8,-4
B6,208,JFK,8,-4
